"138544189","58","2","asaha1","1"
"138294403","55","2","asaha1","1"
"144766920","59","-16","asaha1","1"
"138544120","57","2","asaha1","1"
"137932219","54","-59","yemao616","1"
"138544026","56","-11","asaha1","1"
"144767071","60","2","asaha1","1"
"137486619","40","0","shivamgulati1991","2"
"138083847","43","24","shivamgulati1991","2"
"137462189","39",\N,"nishtha02","2"
"138083808","42","24","shivamgulati1991","2"
"137486897","41",\N,"shivamgulati1991","2"
"137460334","38",\N,"shifalijain","2"
"143057751","63","-6","cleebp","3"
"141338413","59","-8","cleebp","3"
"139676012","56","-7","trueblue2704","3"
"137978959","51","0","cleebp","3"
"137674120","48","1","cleebp","3"
"137633770","45","0","cleebp","3"
"144036795","71","-3","cleebp","3"
"143058945","65","-2","cleebp","3"
"143057551","62","-2","cleebp","3"
"140552535","58","-17","trueblue2704","3"
"139675270","55","-2","trueblue2704","3"
"137634132","47","0","trueblue2704","3"
"145009943","75","0","cleebp","3"
"137625390","44","0","cleebp","3"
"144690798","74","-1","cleebp","3"
"143059381","67","-2","cleebp","3"
"143058652","64","0","cleebp","3"
"142747365","61","-14","cleebp","3"
"139676259","57","-7","trueblue2704","3"
"139173045","52","-28","effat","3"
"137764726","49","0","trueblue2704","3"
"137633963","46","0","trueblue2704","3"
"144126050","73","-7","trueblue2704","3"
"143059111","66","0","cleebp","3"
