"130070314","9","1","YiqiaoXu-Joe","1"
"128974175","7","1","arnabsaha1011","1"
"126768651","2","-5","arnabsaha1011","1"
"128972869","6","1","arnabsaha1011","1"
"126769376","4","-5","arnabsaha1011","1"
"126768413","1","-14","arnabsaha1011","1"
"128974536","8","1","arnabsaha1011","1"
"128972412","5","1","arnabsaha1011","1"
"126769025","3","-5","arnabsaha1011","1"
"127328129","4","0","shivamgulati1991","2"
"126269232","2","0","shivamgulati1991","2"
"127327868","3","0","shivamgulati1991","2"
"126269004","1","-13","shivamgulati1991","2"
"128427456","4","0","cleebp","3"
"126791955","3","0","reachspirit","3"
"126295534","1","0","cleebp","3"
"129938893","5","0","trueblue2704","3"
"126480645","2","0","cleebp","3"
